Aberdare Junction,151.513199,-32.773602
Aberdeen,150.892593,-32.165401
Adamstown,151.718307,-32.933899
Albion Park,150.798203,-34.562698
Albury,146.922302,-36.0863
Alectown West,148.171906,-32.934101
Allandale,151.416306,-32.720699
Allawah,151.113098,-33.9692
Alleena,147.134903,-34.072399
Antiene,150.984695,-32.335999
Ariah Park,147.2164,-34.344398
Armidale,151.652206,-30.514
Arncliffe,151.147095,-33.935299
Artarmon,151.185593,-33.8069
Ashfield,151.125504,-33.886799
Ashley,149.800201,-29.297001
Asquith,151.1082,-33.688202
Athol,149.303604,-33.5452
Auburn,151.032501,-33.8489
Austinmer,150.928207,-34.305901
Awaba,151.540604,-33.012501
Baan Baa,149.951096,-30.599501
Balldale,146.515106,-35.846199
Ballina,153.554993,-28.860001
Balmoral,150.521194,-34.305901
Bangaroo,148.632599,-33.627602
Banksia,151.138702,-33.944099
Bankstown,151.034897,-33.917
Barairmol,152.995102,-28.719601
Barbigal,148.839905,-32.223202
Bardwell Park,151.124405,-33.930901
Bargo,150.579102,-34.291
Bathurst,149.582199,-33.425999
Beanbri,148.405701,-29.9536
Beecroft,151.066803,-33.749199
Beelbangera,146.099792,-34.254002
Belford,151.274902,-32.6544
Bell,150.278107,-33.506001
Bellambi,150.909195,-34.362099
Bellarwi,147.194702,-34.095001
Bellata,149.786407,-29.918501
Belmore,151.089203,-33.9161
Bengerang,149.519608,-29.0714
Beni,148.750595,-32.195099
Berala,151.031906,-33.870998
Beresfield,151.6586,-32.798901
Berowra,151.153397,-33.623699
Berry,150.695694,-34.780701
Bethungra,147.860306,-34.763699
Beverly Hills,151.082108,-33.9478
Bexhill,153.346893,-28.761101
Bexley North,151.111404,-33.937099
Birrong,151.024399,-33.892601
Black Springs,150.629395,-30.442801
Blackheath,150.281998,-33.633301
Blacktown,150.908707,-33.7668
Blandford,150.898605,-31.788799
Blaxland,150.608902,-33.742001
Blayney,149.253799,-33.5261
Bloomfield,149.105606,-33.319401
Blue Cow,148.389801,-36.383701
Boambee,153.1073,-30.348801
Bogan Gate,147.801498,-33.108299
Boggabri,150.038803,-30.702999
Bomaderry,150.609695,-34.853298
Bombo,150.852707,-34.658001
Bomera,149.798798,-31.548
Bon Accord,147.190903,-35.226501
Bonalbo,152.623154,-28.73671
Bondi Junction,151.246506,-33.893101
